#event_id,pid,pt [GeV],eta,phi,E [GeV],mass [GeV],v_true
204,90,297.123,-0.724215,2.74573,378.529,4.0562,0
204,13,45.0622,2.36106,0.875348,241.003,0.10566,0
205,90,298.126,-0.133692,2.82018,300.863,6.44898,0
205,11,151.431,0.739496,-0.551597,194.758,0.000511,0
206,90,319.934,0.400747,1.0764,356.773,87.1271,1
206,13,43.0842,0.886877,-1.93326,61.1684,0.10566,0
207,90,261.209,-1.10047,2.3681,441.316,68.3163,1
207,11,62.6978,1.36236,-0.876472,130.457,0.000511,0
208,90,272.886,-0.608052,-0.77881,336.784,88.6522,1
208,11,161.117,-0.878831,2.13514,227.446,0.000511,0
209,90,350.577,0.437228,-1.16033,384.624,0.000510995,0
209,11,350.577,0.437228,-1.16033,384.624,0.000511,0
210,90,255.688,1.85471,-0.0917653,837.846,39.6387,0
210,13,30.7202,0.783522,2.56187,40.6424,0.10566,0
211,90,275.761,0.0964116,-1.35923,277.314,12.2372,0
211,11,47.9914,-1.5073,1.36323,113.644,0.000511,0
212,90,372.717,1.57816,-1.55322,941.713,17.362,0
212,13,173.03,1.46931,1.62155,395.922,0.10566,0
213,90,268.955,-0.102024,2.6271,283.548,85.4826,1
213,13,52.7882,-0.221434,-0.832765,54.0878,0.10566,0
214,90,276.828,0.587188,-1.95036,327.137,27.9795,0
214,13,142.403,-1.64929,1.10836,384.167,0.10566,0
215,90,261.039,0.489048,-1.19407,293.019,8.9235,0
215,90,294.707,1.45955,1.96752,674.54,90.4455,1
215,11,33.1339,1.82619,-0.735815,105.551,0.000511,0
216,90,262.016,-1.26752,1.64533,504.519,48.0248,0
216,13,37.9197,-1.95674,-1.66348,136.844,0.10566,0
217,90,561.894,-0.0177778,-1.55513,567.448,78.5697,1
217,11,162.639,-1.76285,1.58882,487.966,0.000511,0
218,90,342.368,1.79696,-1.86983,1070.1,140.463,0
218,90,341.146,-0.451216,1.2671,392.911,112.479,1
218,13,79.8115,0.578532,1.84569,93.5447,0.10566,0
219,90,537.477,1.34201,-2.20382,1102.57,93.3784,1
219,90,616.889,-0.41181,0.989235,673.353,67.7074,0
219,13,51.3842,2.2178,1.41002,238.832,0.10566,0
220,90,277.202,-0.545341,0.662207,319.655,11.3565,0
220,11,54.0639,-0.285289,3.05402,56.279,0.000511,0
221,90,258.795,-1.86704,2.92884,861.087,82.8739,1
221,13,110.572,-1.53338,0.125656,268.117,0.10566,0
222,90,264.691,-1.62814,-1.9198,704.197,74.9192,1
222,90,323.044,-0.183569,0.969711,328.866,15.4784,0
222,11,75.7631,-1.77382,2.4799,229.675,0.000511,0
223,90,251.069,-1.3026,-1.81307,496.226,16.7027,0
223,11,150.727,-1.09244,1.61773,249.975,0.000511,0
224,90,411.13,0.663816,2.35354,516.351,107.255,0
224,13,203.931,1.77513,-1.38749,618.984,0.10566,0
225,90,311.714,0.788181,1.31571,420.928,77.9186,0
225,13,153.161,-0.73981,-1.19733,197.022,0.10566,0
226,90,399.357,1.02669,-2.81155,635.013,87.2523,1
226,13,75.2468,-0.342039,0.512027,79.6915,0.10566,0
227,90,254.715,0.382426,-2.5969,276.694,41.4652,0
227,11,39.0245,1.92604,1.01918,136.741,0.000511,0
228,90,461.933,0.788886,1.3643,613.736,23.5525,0
228,13,171.283,1.7141,-1.84732,490.879,0.10566,0
229,90,261.178,1.93646,2.22393,925.058,36.0782,0
229,11,50.8003,1.77504,-0.0114839,154.179,0.000511,0
230,90,250.836,0.130425,-1.58069,265.336,80.05,1
230,13,56.4584,-0.758688,2.24484,73.502,0.10566,0
231,90,293.527,-0.899513,2.20597,420.769,14.9793,0
231,11,25.9875,-0.651275,0.0722674,31.6965,0.000511,0
232,90,281.361,-0.381812,2.74331,313.236,82.7042,1
232,13,149.722,0.451101,-0.180396,165.216,0.10566,0
233,90,466.587,1.57394,-0.789873,1176.1,67.9813,0
233,13,106.149,-0.108779,1.93607,106.778,0.10566,0
234,90,311.201,-0.221911,0.911132,327.555,74.8196,0
234,11,272.277,-0.302838,0.940571,284.858,0.000511,0
235,90,259.25,0.427454,-2.87477,283.852,17.725,0
235,11,171.665,-0.590582,0.0588535,202.482,0.000511,0
236,90,377.532,-1.0902,2.27651,625.143,13.1526,0
236,11,37.2326,0.314674,-0.9391,39.0913,0.000511,0
237,90,317.621,0.924811,-2.05981,463.649,14.9258,0
237,11,127.689,0.863964,1.34492,178.384,0.000511,0
238,90,365.657,0.769895,-0.658032,488.882,95.3876,1
238,13,64.9047,-0.74127,2.32037,83.5684,0.10566,0
239,90,267.616,1.11744,1.90834,466.394,111.682,0
239,90,342.155,-0.913192,2.70171,517.601,151.236,1
239,11,156.86,-0.501149,-0.76933,176.973,0.000511,0
240,90,263.108,0.624793,-1.90644,328.72,90.0161,0
240,11,151.571,-2.24507,1.13521,723.528,0.000511,0
241,90,295.481,-1.45764,-1.48516,669.053,-5.65914e-06,0
241,11,35.568,-1.47953,2.43131,82.1378,0.000511,0
242,90,262.976,0.766759,-0.231267,354.776,86.2068,1
242,13,148.173,1.19753,2.43291,267.739,0.10566,0
243,90,1133.43,1.06994,-1.15233,1848.72,90.8644,1
243,90,1155.31,0.0773573,2.0446,1189.41,268.206,0
243,13,25.8754,1.27608,-0.980941,49.9617,0.10566,0
244,90,281.186,-0.327322,2.37987,322.777,127.835,1
244,11,39.7816,-0.826716,-1.10667,54.1683,0.000511,0
245,90,396.843,-0.304191,2.47586,425.572,92.7348,1
245,13,85.8594,0.484045,-0.268466,96.1158,0.10566,0
246,90,284.902,-1.54035,2.53662,695.776,27.3354,0
246,11,31.2848,-2.1177,-1.05058,131.902,0.000511,0
247,90,396.025,0.364913,-2.31264,428.732,71.7445,1
247,90,411.287,-1.56441,0.800266,1026.02,10.563,0
247,13,33.4867,-1.52467,0.607167,80.5581,0.10566,0
248,90,260.876,1.70632,0.919875,742.214,0.00132265,0
248,90,311.509,0.929504,-2.1468,458.367,46.0333,0
248,11,259.753,1.70632,0.919875,739.019,0.000511,0
249,90,265.636,-1.7111,-0.239314,760.468,44.7346,0
249,13,96.0607,0.432612,1.52899,105.191,0.10566,0
250,90,311.588,0.425397,-2.76655,353.47,95.9125,0
250,13,59.4434,0.121571,0.558801,59.8833,0.10566,0
251,90,279.719,0.745851,-2.23805,373.265,94.147,0
251,13,147.823,-0.403786,0.782887,160.039,0.10566,0
252,90,428.695,1.50144,-0.0472953,1012.55,74.8838,1
252,11,47.0317,-1.3469,2.70319,96.5448,0.000511,0
253,90,327.234,-1.62817,-0.0900341,865.921,20.8492,0
253,11,57.8028,-1.76696,2.65753,174.099,0.000511,0
254,90,303.893,-0.949696,-0.519208,451.978,19.6087,0
254,13,292.012,-2.12822,1.9013,1243.82,0.10566,0
255,90,323.575,0.213215,-1.98407,331.026,6.70439,0
255,11,321.764,0.212887,-1.98401,329.083,0.000511,0
256,90,253.491,0.430439,-2.60839,290.753,87.2924,1
256,11,66.3985,-0.260238,1.03161,68.6596,0.000511,0
257,90,257.07,-0.841126,-1.42436,361.45,75.3991,1
257,11,119.889,-0.136441,2.50324,121.007,0.000511,0
258,90,267.311,-0.617011,-1.07479,325.379,59.8456,1
258,11,34.4957,-2.14711,2.09643,149.658,0.000511,0
259,90,284.68,0.871155,0.608948,408.987,86.6133,1
259,90,339.586,0.000863304,-0.737734,341.805,38.8824,0
259,13,75.0722,0.823511,3.1182,102,0.10566,0
260,90,279.379,-0.469656,0.408589,335.258,125.798,0
260,13,124.406,0.103327,-2.67866,125.071,0.10566,0
261,90,554.127,0.291855,1.47346,590.852,123.06,1
261,90,1070.66,-0.0888649,-1.72402,1075.42,33.5952,0
261,11,372.351,0.308395,1.40695,390.199,0.000511,0
262,90,293.629,-0.415655,2.39436,320.102,21.7659,1
262,11,42.2818,-2.17206,-2.04201,187.949,0.000511,0
263,90,278.503,-0.725962,-2.14415,355.416,13.192,1
263,13,150.493,1.71929,0.855714,433.402,0.10566,0
264,90,422.077,-0.132022,-2.35335,426.001,14.3231,0
264,13,116.522,-0.39863,0.179112,125.903,0.10566,0
265,90,345.353,1.72553,-0.107844,1003.84,82.8727,1
265,90,339.529,1.26516,-3.1086,649.736,17.7415,0
265,11,29.24,-0.308225,-2.12896,30.64,0.000511,0
266,90,418.201,-0.311338,1.85433,438.78,11.3111,1
266,13,129.938,1.06896,-0.915204,211.519,0.10566,0
267,90,940.569,0.049604,1.16061,942.87,46.4314,0
267,13,134.021,0.318494,-2.14285,140.876,0.10566,0
268,90,509.824,0.902424,-2.54741,736.154,79.1044,1
268,13,139.961,0.824792,0.330464,190.328,0.10566,0
269,90,256.943,-0.35217,0.234893,273.322,12.374,0
269,11,100.477,-1.66645,3.13215,275.422,0.000511,0
270,90,296.104,1.62718,2.72107,787.331,86.1849,1
270,11,37.4316,1.27843,2.90436,72.4204,0.000511,0
271,90,328.611,-0.594908,-0.973943,388.732,13.5158,0
271,90,365.586,-0.646877,1.98216,448.313,56.1615,0
271,11,142.697,-0.615192,2.03155,170.562,0.000511,0
272,90,314.692,0.220128,0.969773,345.696,124.891,0
272,11,259.604,2.12815,-2.38177,1105.7,0.000511,0
273,90,261.319,0.875432,-2.76233,368.672,21.9978,0
273,90,420.52,-1.24466,0.422024,794.337,77.6014,1
273,11,48.1167,-2.40338,0.798221,268.272,0.000511,0
274,90,291.898,1.09893,0.164061,494.949,90.4144,1
274,13,185.247,-1.46874,3.0589,423.657,0.10566,0
275,90,642.293,-0.250652,2.30617,668.784,90.9109,1
275,90,921.529,-0.803501,-0.678309,1235.69,28.721,0
275,13,58.172,-1.83915,2.34348,187.609,0.10566,0
276,90,390.824,-0.744526,-2.08235,511.437,85.4888,1
276,13,104.063,-1.80576,1.32243,325.143,0.10566,0
277,90,266.152,-0.58868,-1.29079,315.841,37.4254,0
277,11,151.156,1.41539,1.43879,329.591,0.000511,0
278,90,284.488,-0.426113,-2.13311,311.258,18.4763,0
278,90,305.043,-1.12567,0.626808,527.021,88.1485,1
278,13,30.8037,1.73486,1.78625,90.0173,0.10566,0
279,90,352.736,0.682214,-2.29638,450.774,106.328,0
279,13,75.5721,0.572127,0.843522,88.2817,0.10566,0
280,90,283.271,-1.17526,1.94874,509.627,85.0418,1
280,11,80.2997,-0.778719,-0.738052,105.902,0.000511,0
281,90,536.121,1.73983,0.476169,1576.8,93.3813,1
281,11,57.1462,-0.318059,-1.42041,60.0611,0.000511,0
282,90,264.416,-1.08979,-1.00138,440.82,53.1737,0
282,11,48.0626,1.90477,1.12652,165.017,0.000511,0
283,90,287.301,1.48068,2.52742,664.461,20.1872,1
283,13,72.7755,0.877417,-1.15422,102.633,0.10566,0
284,90,329.863,0.569317,1.61262,401.679,115.284,0
284,11,112.495,-1.389,-1.26528,239.625,0.000511,0
285,90,251.806,1.30917,-2.05295,500.387,12.5313,1
285,13,61.7075,0.719502,0.639629,78.3811,0.10566,0
286,90,455.765,0.984502,-1.03677,716.643,174.532,1
286,13,261.186,0.682468,2.22979,324.409,0.10566,0
287,90,283.117,0.185119,0.778955,301.786,90.2307,1
287,11,35.3105,-0.951476,2.87524,52.5367,0.000511,0
288,90,287.516,0.793537,0.679989,383.125,13.3654,0
288,13,177.284,-0.706835,-1.9822,223.446,0.10566,0
289,90,263.147,1.46458,-2.84569,599.688,12.0191,0
289,13,56.8556,0.867915,-0.825646,79.6481,0.10566,0
290,90,296.365,-0.556483,1.51309,343.606,10.3617,0
290,13,273.666,1.43709,-1.41895,608.368,0.10566,0
291,90,292.723,0.280653,1.80733,307.723,45.5864,0
291,13,164.382,-0.557134,-1.34269,190.561,0.10566,0
292,90,255.252,-0.0456191,2.20856,256.03,16.1871,0
292,11,31.5468,1.82536,-0.785267,100.417,0.000511,0
293,90,358.333,1.33712,-2.64883,739.199,120.406,1
293,13,163.117,0.19909,0.671833,166.361,0.10566,0
294,90,359.392,-1.45093,-0.703178,813.732,88.6128,1
294,13,54.4687,-0.239428,1.22904,56.0375,0.10566,0
295,90,540.133,-0.641016,-2.40891,655.941,35.9258,0
295,11,64.7631,-0.829217,0.41404,88.3341,0.000511,0
296,90,417.732,-0.00315166,-1.14843,428.767,96.6413,0
296,11,392.529,-0.0277772,-1.08984,392.68,0.000511,0
297,90,263.582,-1.24066,-0.375203,501.397,86.7763,1
297,11,70.2804,0.556203,2.54246,81.4346,0.000511,0
298,90,309.797,-0.53234,1.86788,354.739,0.000510993,0
298,90,281.861,0.736327,-1.08483,378.049,109.691,0
298,11,309.797,-0.53234,1.86788,354.739,0.000511,0
299,90,280.694,0.528615,0.411477,327.243,64.4507,0
299,11,78.5011,0.828571,-2.46902,107.025,0.000511,0
300,90,283.427,-0.234257,1.29022,291.865,19.089,0
300,13,146.828,0.51822,-2.02852,166.988,0.10566,0
301,90,265.275,1.72794,0.695289,772.412,58.5531,0
301,11,83.7456,-0.0158217,-2.15946,83.7561,0.000511,0
302,90,292.316,-0.983008,1.39876,445.295,0.000511028,0
302,11,292.316,-0.983008,1.39876,445.295,0.000511,0
303,90,419.48,-0.785109,0.907186,555.732,14.5169,0
303,90,536.584,0.0739218,-1.83441,544.722,84.9919,1
303,13,46.9343,-1.55262,2.56335,115.823,0.10566,0
304,90,264.709,-1.11165,1.45337,455.557,93.6863,1
304,13,165.255,-1.56137,-1.80714,411.088,0.10566,0
305,90,331.531,-0.862865,-2.31301,464.058,34.1513,0
305,13,60.7924,0.557802,1.02115,70.4978,0.10566,0
306,90,434.995,-0.0606822,0.819238,443.303,81.2381,1
306,11,143.474,0.132708,-2.60043,144.739,0.000511,0
307,90,316.496,-0.780109,1.24421,423.856,71.482,0
307,13,138.533,0.614402,-1.64832,165.513,0.10566,0
308,90,254.926,0.637355,0.547289,313.105,53.6122,1
308,13,196.941,0.983713,-2.23339,300.166,0.10566,0
309,90,294.742,1.44142,0.667342,660.575,60.9351,0
309,13,73.3733,2.23012,-1.81521,345.165,0.10566,0
310,90,262.588,1.58096,-1.42174,665.102,7.95434,0
310,13,97.8563,1.58273,-1.42194,248.245,0.10566,0
311,90,307.345,-1.42979,-1.69229,679.677,34.5524,0
311,13,63.3097,-0.278532,0.915789,65.7814,0.10566,0
312,90,256.242,-1.59007,-2.83401,657.409,62.3752,1
312,11,25.6464,-2.25622,0.518121,123.765,0.000511,0
313,90,635.997,0.854171,-2.97898,887.188,91.4072,1
313,90,692.596,0.730505,0.0117754,886.108,24.8924,0
313,13,78.4699,-2.15845,2.38886,344.215,0.10566,0
314,90,725.29,0.811765,2.41038,977.782,14.5487,0
314,13,538.455,1.13783,-0.76057,926.282,0.10566,0
315,90,351.227,-0.465352,1.45281,410.955,129.71,0
315,90,328.456,-1.25028,-0.600786,621.139,30.1075,0
315,11,94.345,-1.41813,-1.83431,206.218,0.000511,0
316,90,351.091,0.916916,2.77802,509.889,24.2366,0
316,90,760.495,0.519359,-0.581084,865.784,26.2324,1
316,13,285.667,-0.422517,2.42437,311.547,0.10566,0
317,90,258.378,0.677418,-1.51416,333.276,93.2525,1
317,13,223.53,1.5922,1.64952,572.017,0.10566,0
318,90,251.284,-0.893053,-0.530416,373.865,106.658,1
318,11,29.2096,-1.33932,-0.307784,59.5654,0.000511,0
319,90,273.581,0.495321,-0.871335,313.318,58.3671,0
319,11,56.9914,1.01774,2.26546,89.1444,0.000511,0
320,90,275.049,-0.38384,-1.41327,296.437,22.7721,0
320,13,83.3074,-1.51974,1.38773,199.514,0.10566,0
321,90,262.357,-0.601178,2.55138,311.327,8.47989,0
321,13,104.113,1.96219,-0.477323,377.692,0.10566,0
322,90,467.385,-1.45835,-1.65103,1066.9,129.797,0
322,11,158.814,0.827874,1.56783,216.418,0.000511,0
323,90,341.434,1.20021,2.61894,618.506,14.8631,0
323,90,411.559,0.502151,0.088062,470.429,74.1559,0
323,13,82.9662,0.479759,-1.86073,92.6989,0.10566,0
324,90,252.5,0.0252166,-2.89819,262.969,73.1837,1
324,13,74.5813,-0.800055,0.0805524,99.7514,0.10566,0
325,90,263.051,0.133738,-2.45602,277.112,79.6869,1
325,90,319.736,-0.757658,1.07919,416.353,17.5503,0
325,11,25.2938,-0.921087,-0.157725,36.8038,0.000511,0
326,90,374.12,1.05107,-2.4482,624.33,170.804,0
326,13,149.396,-0.0969679,0.553135,150.099,0.10566,0
327,90,351.173,-0.64437,0.697406,434.539,82.4944,1
327,11,45.1636,1.10968,-2.06968,75.9436,0.000511,0
328,90,264.124,0.176823,2.05372,268.264,0.000511018,0
328,11,264.124,0.176823,2.05372,268.264,0.000511,0
329,90,302.809,0.657646,-1.06947,370.919,13.1693,0
329,13,66.6509,-0.595952,1.93352,78.8413,0.10566,0
330,90,293.15,0.0445624,2.41813,298.028,52.0858,0
330,90,381.234,-1.50523,-0.717614,906.945,102.982,1
330,11,196.535,0.0748807,2.30397,197.086,0.000511,0
331,90,255.626,0.776711,0.273937,337.44,22.5101,1
331,90,563.773,-0.486298,-3.00307,632.122,21.4251,0
331,13,62.1815,0.928587,-0.10901,90.9729,0.10566,0
332,90,266.626,-0.741677,2.08625,344.026,21.0045,0
332,13,37.1,-1.67526,-2.44057,102.534,0.10566,0
333,90,360.449,-0.797688,1.92448,509.408,166.763,1
333,90,353.07,-1.27985,-1.02522,684.872,35.9593,0
333,13,53.5192,0.630631,-0.909794,64.5188,0.10566,0
334,90,301.069,0.809102,-0.00974038,415.999,94.5529,0
334,11,79.0066,1.97417,-2.53027,289.935,0.000511,0
335,90,250.889,-1.52582,2.39919,604.576,21.7035,0
335,13,101.775,0.0993087,-1.58462,102.277,0.10566,0
336,90,336.028,-1.19415,-0.0643359,608.99,65.3525,1
336,13,241.7,-0.387913,-3.05881,260.114,0.10566,0
337,90,294.534,0.610159,-2.61116,354.964,52.349,1
337,90,338.518,0.011542,0.422603,338.713,10.7894,0
337,13,57.6661,-0.763603,-2.7199,75.3114,0.10566,0
338,90,268.212,-0.745969,1.28898,355.303,79.2022,1
338,11,44.222,-1.59153,-1.70264,113.094,0.000511,0
339,90,257.052,-0.320986,-0.0754387,270.567,9.26274,0
339,13,87.8087,-0.490205,2.35366,98.572,0.10566,0
340,90,291.298,-0.932707,2.10495,434.02,75.17,1
340,11,38.3011,0.0273994,-1.50854,38.3155,0.000511,0
341,90,311.361,-1.12936,-1.90435,532.398,21.8785,0
341,90,345.4,-0.890528,1.3388,499.13,86.0744,1
341,11,42.5844,0.457812,-0.433123,47.1256,0.000511,0
342,90,328.322,0.693911,0.650337,410.715,10.1206,0
342,11,55.3982,-0.96295,-1.7379,83.13,0.000511,0
343,90,307.965,-0.220052,0.378465,329.909,96.5936,1
343,11,30.6372,0.286607,-2.091,31.9041,0.000511,0
344,90,536.175,1.18444,1.91483,958.879,31.7183,1
344,11,44.417,-1.62959,-1.53494,117.656,0.000511,0
345,90,264.249,-0.969111,0.637707,401.226,47.8844,0
345,11,88.0713,-0.47352,-2.6219,98.1309,0.000511,0
346,90,358.63,-1.9486,-1.72633,1294.81,165.93,1
346,90,411.732,-0.0887732,1.30586,425.696,101.757,0
346,11,103.681,0.196387,0.998065,105.687,0.000511,0
347,90,254.778,-1.778,0.774863,779.063,75.3151,1
347,11,103.444,0.708646,-2.23755,130.523,0.000511,0
348,90,266.971,-1.89946,0.396325,911.995,7.08042,0
348,11,26.0153,-1.89231,0.403123,88.2624,0.000511,0
349,90,280.912,0.214178,-1.0269,288.981,30.3738,0
349,11,178.392,0.593553,1.85178,210.75,0.000511,0
350,90,284.213,-0.688512,2.34164,359.577,61.4819,1
350,90,314.508,1.24148,-0.203717,591.954,52.117,0
350,13,36.9306,1.62043,-1.40628,96.9996,0.10566,0
351,90,257.396,-1.48036,-0.740285,605.808,114.685,0
351,90,274.49,-0.488848,2.40344,317.157,75.88,1
351,11,71.1786,-1.73656,-0.347524,208.336,0.000511,0
352,90,453.265,1.90027,-2.81683,1552.96,103.045,0
352,11,38.7283,0.827606,1.18632,52.766,0.000511,0
353,90,374.621,0.522612,1.68346,454.604,156.123,1
353,90,421.038,-1.62517,-1.4975,1111.09,28.2621,0
353,13,44.6344,-0.903952,2.01315,64.1466,0.10566,0
354,90,342.219,-0.0340482,0.1243,343.437,26.4498,0
354,11,29.9386,1.64953,-2.91757,80.7844,0.000511,0
355,90,258.725,-0.667507,3.08418,328.532,80.4223,1
355,13,208.118,-1.16763,0.503817,366.857,0.10566,0
356,90,255.703,0.703332,0.320599,325.348,49.2519,1
356,11,203.053,2.45247,-2.72776,1188.18,0.000511,0
357,90,350.34,-0.549036,-1.2005,411.988,78.2779,0
357,13,87.6203,0.947324,1.80692,129.966,0.10566,0
358,90,267.222,-1.05196,2.40238,438.79,91.1159,1
358,13,231.327,-2.31202,-0.784527,1179.06,0.10566,0
359,90,264.562,-0.819876,0.319078,360.855,40.4942,0
359,13,110.204,-0.307413,-2.69967,115.453,0.10566,0
360,90,250.617,0.966765,2.31839,392.977,110.418,0
360,13,27.4484,2.09554,-2.11762,113.264,0.10566,0
361,90,261.92,-1.86773,3.04731,869.585,52.2979,0
361,11,129.655,-1.27323,0.0118704,249.735,0.000511,0
362,90,330.857,-0.445994,-2.42477,377.437,98.6726,1
362,13,347.429,-1.80228,0.709473,1081.96,0.10566,0
363,90,265.822,-0.641587,-1.21083,336.34,95.7063,1
363,13,123.689,-0.443226,1.99855,136.038,0.10566,0
364,90,255.241,-0.201044,-3.03537,267.709,62.0626,1
364,13,265.663,1.1009,0.183528,443.585,0.10566,0
365,90,280.498,-0.630892,-2.75807,348.092,82.4088,1
365,13,170.275,-1.17795,0.536371,302.715,0.10566,0
366,90,267.481,1.25559,-2.93213,507.521,1.77956e-06,0
366,90,334.81,1.96463,0.951096,1219.96,78.2796,1
366,13,62.1532,0.882804,-0.0075963,87.987,0.10566,0
367,90,259.875,0.11924,0.46089,273.6,79.7319,1
367,90,297.634,0.361735,-2.90089,329.583,89.0675,0
367,11,154.749,0.590411,-2.78453,182.513,0.000511,0
368,90,266.228,-1.80738,2.94213,838.154,91.9125,1
368,11,57.5163,-2.16951,-2.23764,255.032,0.000511,0
369,90,643.115,-0.430316,1.48955,707.226,71.6929,0
369,13,69.9281,-0.266853,-1.50378,72.4328,0.10566,0
370,90,654.266,0.359186,-1.01631,699.646,61.624,1
370,90,677.008,-0.285117,1.97963,706.573,51.2461,0
370,11,26.0424,-0.260034,2.09887,26.9278,0.000511,0
371,90,318.526,0.965122,1.40463,486.853,88.4428,1
371,13,137.665,0.756509,-1.54546,178.973,0.10566,0
372,90,317.153,-1.78624,0.235668,976.816,88.4933,1
372,13,195.646,1.12333,-2.85284,332.625,0.10566,0
373,90,319.57,-1.4872,2.04552,745.317,57.2539,0
373,13,327.585,-1.73946,-1.1336,961.446,0.10566,0
374,90,256.974,0.425671,-2.28484,295.599,92.9372,1
374,13,29.8698,-1.48182,2.5163,69.1212,0.10566,0
375,90,378.925,-0.394031,1.87075,412.364,54.6749,0
375,90,399.816,-0.863696,-0.978351,565.113,86.5495,1
375,13,76.1679,-1.26516,-1.39898,145.704,0.10566,0
376,90,255.617,0.047834,0.438627,267.321,77.2705,0
376,13,232.739,0.536285,-2.51814,267.016,0.10566,0
377,90,285.617,-1.67134,-0.139246,788.622,57.9263,0
377,90,328.373,1.94626,-2.23336,1176.72,91.5306,1
377,13,314.28,0.202346,1.8489,320.736,0.10566,0
378,90,361.775,0.773104,-2.10319,475.942,23.0561,0
378,13,92.1984,0.781005,1.98168,121.776,0.10566,0
379,90,357.651,-0.458125,-1.21491,399.006,50.1285,0
379,13,45.1367,-0.818216,2.856,61.1077,0.10566,0
380,90,316.419,-1.49473,0.0511129,746.324,90.5514,1
380,13,92.2081,-0.212716,-2.7535,94.3021,0.10566,0
381,90,436.331,-1.01894,-0.502118,689.309,92.1018,1
381,90,541.861,0.6574,2.64737,672.085,108.75,0
381,11,46.7323,-1.92554,-1.33723,163.672,0.000511,0
382,90,404.402,-0.174511,2.66015,424.548,108.021,0
382,13,36.8728,1.32239,-1.63977,74.0939,0.10566,0
383,90,256.784,1.31344,2.17995,519.191,86.0734,1
383,13,110.595,1.82368,-1.05279,351.473,0.10566,0
384,90,296.694,0.235904,2.70026,321.012,100.155,0
384,90,303.792,-1.85462,-0.528425,998.279,89.2948,1
384,11,147.175,0.541356,2.62067,169.273,0.000511,0
385,90,300.806,-1.90683,2.35852,1038.37,85.9085,1
385,11,220.661,-0.291719,-0.728399,230.117,0.000511,0
386,90,274.835,-0.349476,3.12244,297.943,60.2405,0
386,11,90.1454,0.0942672,-0.80404,90.5463,0.000511,0
387,90,296.761,1.19474,2.1842,534.982,0.000510941,0
387,11,296.761,1.19474,2.1842,534.982,0.000511,0
388,90,623.255,-1.19155,2.92775,1121.18,36.2769,0
388,13,86.0319,-1.22101,-0.368636,158.537,0.10566,0
389,90,298.175,-0.476206,1.87064,338.101,60.5897,1
389,90,333.952,-0.850531,-1.46447,462.605,19.2845,0
389,13,74.3442,0.67767,0.0438094,92.0785,0.10566,0
390,90,287.496,1.121,2.40391,496.305,91.1426,1
390,11,105.523,-0.536601,-1.00331,121.083,0.000511,0
391,90,268.523,-0.642731,1.28831,329.522,48.569,0
391,11,193.276,-0.615688,-1.75361,231.081,0.000511,0
392,90,354.586,0.394438,1.83561,382.529,-3.28382e-06,0
392,13,36.655,1.01508,-0.688514,57.218,0.10566,0
393,90,251.488,-0.404066,-0.525501,273.104,20.9621,0
393,11,162.939,-1.32858,2.13632,329.181,0.000511,0
394,90,425.031,1.73657,-2.19432,1244.14,14.348,0
394,11,170.384,0.0611162,0.841958,170.702,0.000511,0
395,90,265.032,-0.153111,-0.503223,274.892,60.5321,1
395,13,83.2068,1.48364,2.3874,192.865,0.10566,0
396,90,298.418,1.0029,-0.756111,466,64.6015,0
396,11,242.162,0.935931,-0.810908,356.198,0.000511,0
397,90,463.91,0.42512,0.336392,537.23,179.189,1
397,11,128.858,0.733164,0.70749,165.07,0.000511,0
398,90,314.964,-0.0676444,0.357052,319.581,49.7501,1
398,13,89.3184,1.32575,-1.76111,180.004,0.10566,0
399,90,291.479,-0.10266,-0.796567,306.63,90.3528,1
399,90,262.214,-0.00972297,2.31999,273.394,77.3409,0
399,11,42.1003,-2.33442,-0.906021,219.349,0.000511,0
400,90,553.083,1.28748,-1.33523,1081.46,81.2454,1
400,13,303.688,1.15738,1.84976,530.83,0.10566,0
401,90,406.419,-0.222976,0.691582,425.312,85.8198,1
